id,name,address,postcode,review count,rating
628,Cha Cha Chai Northwood,"56 Joel St, Northwood HA6 1PA, United Kingdom",HA6 1PA,370,4.5
629,Eat Well Cafe,"397 Eastcote Ln, Harrow HA2 8SE, United Kingdom",HA2 8SE,387,4.7
630,Harrow Recreation Ground Café,"Harrow HA1 1RB, United Kingdom",HA1 1RB,49,4.4
631,Betty's Cafe,"3 Hercies Rd, Uxbridge UB10 9LT, United Kingdom",UB10 9LT,227,4.7
632,A E Stanton Ltd,"Unit 7, Lower Place Business Centre, Steele Rd, London NW10 7AT, United Kingdom",NW10 7AT,30,4.9
633,Charlotte's Cloud Chelsea,"191 King's Rd, London SW3 5ED, United Kingdom",SW3 5ED,532,4.3
634,Greggs,"461 Kingsbury Rd, London NW9 9DY, United Kingdom",NW9 9DY,192,
635,Alexander Store,"35 Poolsford Rd, London NW9 6HP, United Kingdom",NW9 6HP,0,4.6
636,Greggs,"51 St. Anns Rd, Harrow HA1 1JU, United Kingdom",HA1 1JU,254,
637,CAFE CREMA LTD,"Suite S 7 Rays House, North Circular Road, London, Circular Road, North NW10 7XP, United Kingdom",NW10 7XP,0,4.8
638,The Priory Cafe,"1A High St, Ruislip HA4 7AU, United Kingdom",HA4 7AU,110,4.7
639,Costa Coffee,"Hoover Bldg, Western Ave, Perivale, Greenford UB6 8DW, United Kingdom",UB6 8DW,80,3.2
640,TRANQUIL ZONE CAFE,"Rayners Lane, Harrow HA2 7HJ, United Kingdom",,0,4.8
641,The Corner Cafe,"Edgware HA8 5QL, United Kingdom",,0,0
642,Wild Bean Cafe,"Bury St, Ruislip HA4 7TW, United Kingdom",HA4 7TW,2,4.5
643,Ali cafe,"Burnt Oak Broadway, Burnt Oak, Edgware HA8 0BE, United Kingdom",HA8 0BE,1,3.9
644,Wild Bean Cafe,"2 Blackbird Hill, Wembley NW9 8SD, United Kingdom",NW9 8SD,1,4.3
645,Tesco Cafe,"Hoover Bldg, Old, Western Ave, Greenford UB6 8DW, United Kingdom",UB6 8DW,5,4
646,Bavis Gam Patidar Cafe,"Ealing Rd, Wembley HA0 4TA, United Kingdom",HA0 4TA,0,4
647,Wild Bean Cafe,"Victoria Rd, Ruislip HA4 0SA, United Kingdom",HA4 0SA,1,4.5
648,Dream Dessert Cafe,"150 High Street Harlesden, London NW10 4SP, United Kingdom",NW10 4SP,0,
649,KENNY'S CAFE LONDON LTD,"44 Bilton Rd, Perivale, Greenford UB6 7DH, United Kingdom",UB6 7DH,34,4.8
650,Wish Lounge,"34-38 Steele Rd, London NW10 7AS, United Kingdom",NW10 7AS,206,3.8
651,Kimbo UK Ltd,"Central Business Centre, Ground floor unit 2, Great Central Way, London NW10 0UR, United Kingdom",NW10 0UR,6,4.4
652,Garlands Ruislip,"27 High St, Ruislip HA4 7AU, United Kingdom",HA4 7AU,72,4.6
653,Patisserie Romana,"129 Burnt Oak Broadway, Burnt Oak, Edgware HA8 5EJ, United Kingdom",HA8 5EJ,781,4.1
654,northala fields cafe,"GJRF+4P, Northolt UB5 5PZ, United Kingdom",,8,5
655,Wild Bean Cafe,"Convenience Store, Pett's Hill, Northolt UB5 4NP, United Kingdom",UB5 4NP,2,4.4
656,Pausa Cafe,"Aladdin tower, Western Ave, Greenford UB6 8LZ, United Kingdom",UB6 8LZ,8,4.8
657,GOJACADE CAFE,"62 Craven Park Rd, London NW10 4AE, United Kingdom",NW10 4AE,0,
658,ANITA'S CAFE LOUNGE,"426 Long Dr, Greenford UB6 8UH, United Kingdom",UB6 8UH,9,4.8
659,Morrisons Cafe,"399 Edgware Rd, London NW9 0AS, United Kingdom",NW9 0AS,70,
660,San Remo Lakeside Cafe,"Ruislip HA4 7TY, United Kingdom",HA4 7TY,262,4.2
661,Norman’s Cafe,"263 Hool Cl, London NW9 8UG, United Kingdom",NW9 8UG,69,0
662,Morning Star Café,"8 High St, Edgware HA8 7EF, United Kingdom",HA8 7EF,49,4.7
663,Brokengate cafe',"1229 Greenford Rd, Greenford UB6 0HY, United Kingdom",UB6 0HY,291,4.6
664,SITO'S BAKERY CAFE,"1348 Greenford Rd, Greenford UB6 0HL, United Kingdom",UB6 0HL,301,4.9
665,Graces Cafe,"Crown House, N Circular Rd., London NW10 7PN, United Kingdom",NW10 7PN,5,4.8
666,Victoria Cafe & Restaurant Ruislip,"65 Victoria Rd, Ruislip HA4 9BH, United Kingdom",HA4 9BH,273,4.4
667,Enjoy Cafe,"Unit 1 Fourth Way, Wembley HA9 0JL, United Kingdom",HA9 0JL,67,4.3
668,The Moat Café,"Pinner View, Harrow HA2 6PX, United Kingdom",HA2 6PX,120,4.4
669,ITJL Colindale Station,"10 Charcot Rd, London NW9 5HR, United Kingdom",NW9 5HR,979,4.8
670,Home Store Cafe,"23-25 Colindale Ave, London NW9 5DS, United Kingdom",NW9 5DS,153,3.9
671,R Cafe,"2 Cromwell Ct, Wembley HA0 1JU, United Kingdom",HA0 1JU,210,4.3
672,Jenny's Cafe,"59 Station Rd, Edgware HA8 7HX, United Kingdom",HA8 7HX,351,4.3
673,Crown Café,"Barretts Green Rd, London NW10 7AD, United Kingdom",NW10 7AD,93,4.3
674,Chai Bisket,"132 High St, Ruislip HA4 8LL, United Kingdom",HA4 8LL,240,4.7
675,Cloud 7 Brunch Edgware,"7 Handel Parade, Edgware HA8 6LD, United Kingdom",HA8 6LD,662,4.6
676,Cafe Igloo Harrow,"465 Alexandra Ave, Rayners Lane, Harrow HA2 9RY, United Kingdom",HA2 9RY,10,
677,San Remo Cafe,"Lilliput Ave, Northolt UB5 6UR, United Kingdom",UB5 6UR,201,4.4
678,Café Express,"404 High Rd, London NW10 2DS, United Kingdom",NW10 2DS,400,4.6
679,Sandy’s cafe,"6 Hercies Rd, Uxbridge UB10 9NA, United Kingdom",UB10 9NA,11,4.7
680,Munchys cafe,"New Pond Parade Service Rd., Ruislip HA4 6LR, United Kingdom",HA4 6LR,165,4.6
681,YumYums Cafe,"5 Boot Parade, Edgware HA8 7HE, United Kingdom",HA8 7HE,174,4.8
682,Gino’s Café,"431 High Rd, Harrow HA3 6EJ, United Kingdom",HA3 6EJ,218,4.4
683,Sunshine Cafe,"397 Northolt Rd, South Harrow, Harrow HA2 8JE, United Kingdom",HA2 8JE,235,4.4
684,Mem's Cafe & Restaurant,"801 Field End Rd, Harrow, Ruislip HA4 0QL, United Kingdom",HA4 0QL,229,4.6
685,Delicious Cafe,"486 Neasden Ln N, Neasden, London NW10 0DG, United Kingdom",NW10 0DG,77,4.6
686,Cafe Dream,"474 Church Rd, Northolt UB5 5AU, United Kingdom",UB5 5AU,165,4.7
687,Picnic Cafe,"249 Field End Rd, Ruislip HA4 9NJ, United Kingdom",HA4 9NJ,285,4.4
688,Cromwell Cafe,"Cromwell Parade, 24 Cromwell Ct, Ealing Rd, Wembley HA0 1JT, United Kingdom",HA0 1JT,142,
689,Cafe Florya,"252 Church Ln, London NW9 8SL, United Kingdom",NW9 8SL,115,4.4
690,Honeypot Cafe,"204 Honeypot Ln, Stanmore HA7 1EE, United Kingdom",HA7 1EE,240,4.9
691,Sudbury Cafe Wembley,"20 Watford Rd, Wembley HA0 3EP, United Kingdom",HA0 3EP,238,4.6
692,Eastcote House Gardens Cafe,"Eastcote House Gardens, Pinner HA5 2FE, United Kingdom",HA5 2FE,375,4.8
693,JCP Lounge,"22 Chestnut Ave, Northwood HA6 1HR, United Kingdom",HA6 1HR,23,4.5
694,Taylor Made Northwood,"64 Green Ln, Northwood HA6 2XW, United Kingdom",HA6 2XW,107,4.4
695,Espresso Bar,"37 Bellegrove Rd, Welling DA16 3PB, United Kingdom",DA16 3PB,14,4.7
696,Sandy's Cafe,"6 Hercies Rd, Uxbridge UB10 9NA, United Kingdom",UB10 9NA,135,4.8
697,Hardwork CafeEdgware london ha8 5jz,"47 Burnt Oak Broadway, Burnt Oak, Edgware HA8 5JZ, United Kingdom",HA8 5JZ,134,4.7
698,New Atlas Cafe,"New, Atlas Cafe, 69-71 Craven Park Rd, London NW10 8SH, United Kingdom",NW10 8SH,153,4.2
699,Sunrise Cafe,"8, The Broadway, Wembley HA9 8JU, United Kingdom",HA9 8JU,124,4.6
700,Cafe Anglais,"Sheaveshill Ave, London NW9 6RS, United Kingdom",NW9 6RS,830,4.7
701,Full of Beans Soft Play & Cafe – Wembley,"2 Quay Walk, Wembley HA0 1DY, United Kingdom",HA0 1DY,42,4.1
702,Doppio Coffee Warehouse Ealing,"156 Uxbridge Rd, London W13 8SB, United Kingdom",W13 8SB,263,4.9
703,Espresso Bar,"Platform 1, Hackney Downs Station, Dalston Ln, London E8 1LA, United Kingdom",E8 1LA,40,4.6
704,Meletius Coffee Roasters,"WEMBLEY COMMERCIAL CENTRE BUILDING B, UNIT GC GROUND FLOOR, East Ln, Wembley HA9 7UR, United Kingdom",HA9 7UR,55,4.7
705,By Max,"Unit A, Bobbin House, Friary Rd, London W3 6GB, United Kingdom",W3 6GB,194,4.3
706,Backstage Bar & Cafe at Harrow Arts Centre,"171 Uxbridge Rd, Pinner HA5 4EA, United Kingdom",HA5 4EA,3,4.9
707,Taste Of Portugal,"16 High St, Northwood HA6 1BN, United Kingdom",HA6 1BN,136,4.3
708,Costa Verde,"33 Victoria Rd, Ruislip HA4 9AB, United Kingdom",HA4 9AB,129,4.4
709,Caffe Pascucci,"385 Uxbridge Rd, Pinner HA5 4JN, United Kingdom",HA5 4JN,436,4.2
710,Take a Break Cafe & Restaurant,"5, Station Parade, Ealing Rd, Northolt UB5 5HR, United Kingdom",UB5 5HR,374,4.4
711,Francesca Cakes & Coffee House,"263 Field End Rd, Ruislip HA4 9NJ, United Kingdom",HA4 9NJ,190,4.6
712,Cafe Estoril,"20 Joel St, Northwood HA6 1PF, United Kingdom",HA6 1PF,57,4.3
713,Brew T Way,"130A Pinner Rd, Northwood HA6 1BP, United Kingdom",HA6 1BP,53,4.8
714,Ace Cafe London,"Ace Corner, N Circular Rd., London NW10 7UD, United Kingdom",NW10 7UD,6036,4.8
715,Cafe Express,"19 Oldfields Circus, Northolt UB5 4RR, United Kingdom",UB5 4RR,475,4.4
716,The Valley Cafe,"155 Sewardstone Rd, London E4 7PA, United Kingdom",E4 7PA,408,4.7
717,kafe ador,"414 Uxbridge Rd, Pinner HA5 4HP, United Kingdom",HA5 4HP,122,4.4
718,Marjan's,"6 Clive Parade, Northwood HA6 2QF, United Kingdom",HA6 2QF,76,4.4
719,Little Big Treats,"23 Windsor Dr, Orpington BR6 6EY, United Kingdom",BR6 6EY,63,4.9
720,Wake Cup,"52-54 Station Rd, London E4 7BE, United Kingdom",E4 7BE,309,4.7
721,Coco London,"105a High St, Edgware HA8 7DB, United Kingdom",HA8 7DB,57,4.1
722,Brews & Views,"Playing Fields, The Hub, Montrose, The Greenway, London NW9 5AT, United Kingdom",NW9 5AT,360,3.4
723,Hills Cafe,"508 Hertford Rd, Enfield EN3 5SS, United Kingdom",EN3 5SS,123,4.4
724,Kate's Waffle Cabin,"38 Victoria Rd, Ruislip HA4 0AG, United Kingdom",HA4 0AG,101,4.4
725,Cedar Tree cafe,"Forty Hall Estate, Forty Hill, Enfield EN2 9HA, United Kingdom",EN2 9HA,32,4.3
726,Boliarka Cafe,"572 Hertford Rd, London N9 8AG, United Kingdom",N9 8AG,15,4.1
727,Chaiiwala,"6 Manor Parade, Sheepcote Rd, Harrow HA1 2JN, United Kingdom",HA1 2JN,1390,4.6
728,The Holly Trail Cafe,"4 Bury Rd, London E4 7QJ, United Kingdom",E4 7QJ,198,4.4
729,Çe_me Bazlama Kahvaltı,"1a The Grn, London E4 7ES, United Kingdom",E4 7ES,1,
730,Morrisons Cafe,"327 Southbury Rd, Enfield EN1 1TW, United Kingdom",EN1 1TW,39,4.5
731,Wild Bean Cafe,"Jeffreys Rd, Enfield EN3 7NJ, United Kingdom",EN3 7NJ,1,4.6
732,VILLAGE CAFE,"64 Island Centre Way, Enfield EN3 6GS, United Kingdom",EN3 6GS,188,4.8
733,Bistrove,"12 Long Ln, Ickenham, Uxbridge UB10 8TB, United Kingdom",UB10 8TB,137,4.4
734,Author Cafe,"286 Lincoln Rd, Enfield EN1 1TA, United Kingdom",EN1 1TA,0,4.7
735,Sunrise Cafe,"527 Pinner Rd, North Harrow, Harrow HA2 6EH, United Kingdom",HA2 6EH,96,4.3
736,Granny Satchwills,"6, THE ARCADE, High St, Uxbridge UB8 1LG, United Kingdom",UB8 1LG,150,4.4
737,River Cafe,"Unıt 7, Leaside Business Centre, 7 Millmarsh Ln, Enfield EN3 7BJ, United Kingdom",EN3 7BJ,5,4.5
738,Forest Cafe,"301 Hertford Rd, London N9 7ET, United Kingdom",N9 7ET,12,4.7
739,Silver Grill Cafe,"4 Barters Walk, Pinner HA5 5LU, United Kingdom",HA5 5LU,257,4.6
740,Ehli-i Antep Patisserie,"369 Fore St, London N9 0NR, United Kingdom",N9 0NR,57,4.1
741,The Coffee Shop,"Enfield EN3 7HG, United Kingdom",,0,
742,Butlers Retreat,"12 Ranger's Rd, London E4 7QH, United Kingdom",E4 7QH,724,4.2
743,Kings Cafe,"Kings College Rd, Ruislip HA4 7JZ, United Kingdom",HA4 7JZ,113,4.7
744,Vitos,"151 High St, Ruislip HA4 8JY, United Kingdom",HA4 8JY,289,4.5
745,The Corner Kitchen,"Pavilion Business Centre, 6 Kinetic Cres, Enfield EN3 7FJ, United Kingdom",EN3 7FJ,13,4.3
746,Stadium Café,"326 High Rd, Wembley HA9 6AZ, United Kingdom",HA9 6AZ,96,4.3
747,Elme's Cafe,"247 Long Elmes, Harrow HA3 6LE, United Kingdom",HA3 6LE,166,4.7
748,Kenton Lane Café,"237 Kenton Ln, Harrow HA3 8RP, United Kingdom",HA3 8RP,895,4.7
749,Shan Cafe,"499 High Rd, Wembley HA0 2DH, United Kingdom",HA0 2DH,34,4.3
750,Cafe Dada,"60 Station Rd, London E4 7BE, United Kingdom",E4 7BE,187,4.4
751,Arena Breakfast & Greek Grill Meze Bar,"307 Harrow Rd, Wembley HA9 6BD, United Kingdom",HA9 6BD,179,4.3
752,Daisy's in the Park,"Memorial Park, Pinner HA5 1AE, United Kingdom",HA5 1AE,982,4.4
753,Blakes Bakery,"57 High St, London NW10 4NJ, United Kingdom",NW10 4NJ,64,3.5
754,The Ickenham Village Breakfast,"9 Swakeleys Rd, Ickenham, Uxbridge UB10 8DF, United Kingdom",UB10 8DF,0,4.4
755,The Parlour,"3-5 Great Scotland Yard, London SW1A 2HN, United Kingdom",SW1A 2HN,187,4.4
756,Waite & Rose Café,"140 Northolt Rd, South Harrow, Harrow HA2 0EG, United Kingdom",HA2 0EG,15,4.3
757,BAGEL & SHAKE WEMBLEY,"397c High Rd, Wembley HA9 6AA, United Kingdom",HA9 6AA,278,4.1
758,Royal Star Cafe 2,"263 Green St, Enfield EN3 7SH, United Kingdom",EN3 7SH,148,4.4
759,Brick and Olive,"Gor-Ray House, 758-760 Great Cambridge Rd, Enfield EN1 3GN, United Kingdom",EN1 3GN,191,4.6
760,Station Cafe,"67 Station Rd, London E4 7BU, United Kingdom",E4 7BU,229,4.4
761,The Lock Cafe & Sandwich Bar,"199 Ordnance Rd, Enfield EN3 6AB, United Kingdom",EN3 6AB,4,4.7
762,Shakespeare Cafe Bistro,"293 Fore St, London N9 0PD, United Kingdom",N9 0PD,1098,4.5
763,Diora's cafe & lounge,"549A Hertford Rd, Enfield EN3 5UQ, United Kingdom",EN3 5UQ,21,4.1
764,La Dolce Piazza,"2, The Concourse, London N9 0TY, United Kingdom",N9 0TY,118,4.2
765,Peckish Cafe - Breakfast & Coffee,"14 Church St, London N9 9DX, United Kingdom",N9 9DX,138,4.1
766,Coco Corner Café,"389 Station Rd, Harrow HA1 2AT, United Kingdom",HA1 2AT,307,4.5
767,Star Cafe,"256 High St, Ponders End, Enfield EN3 4HB, United Kingdom",EN3 4HB,271,4.5
768,Manor Patisserie Ruislip,"82 Victoria Rd, Ruislip HA4 9BH, United Kingdom",HA4 9BH,252,4.5
769,"Mureli Cafe, Restaurant","Lock, 172 Hertford Rd, Enfield EN3 5AZ, United Kingdom",EN3 5AZ,143,4.2
770,Antepia Patisseria,"135 High St, Ponders End, Enfield EN3 4EB, United Kingdom",EN3 4EB,97,4.5
771,Press Breakfast & Brunch,"311 Long Ln, Uxbridge UB10 9JY, United Kingdom",UB10 9JY,218,4.8
772,Workmans Cafe,"5 Northampton Rd, Enfield EN3 7UL, United Kingdom",EN3 7UL,128,4.5
773,Caffé Casa Mia Pizzeria,"36 Green Ln, Northwood HA6 2QB, United Kingdom",HA6 2QB,100,4.5
774,Pausa Cafe,"Retail Park, Colosseum, Dearsley Rd, Enfield EN1 3RR, United Kingdom",EN1 3RR,114,4.5
775,Brick Lane Bagel Co. (Chingford),"165 Station Rd, London E4 6AG, United Kingdom",E4 6AG,133,4
776,Best Cafe,"548 Hertford Rd, Enfield EN3 5ST, United Kingdom",EN3 5ST,135,4.5
777,Demezka Cafe,"185 Hertford Rd, London N9 7EP, United Kingdom",N9 7EP,64,4.8
778,Little Cafe,"397B Hertford Rd, London EN3 5PR, United Kingdom",EN3 5PR,140,4.4
779,Hertford Cafe,"596 Hertford Rd, London N9 8AH, United Kingdom",N9 8AH,245,4.3
780,Fat Boys Cafe,"edmonton green shopping centre, 11 The Concourse, London N9 0TY, United Kingdom",N9 0TY,297,4.7
781,Joe’s Cafe,"259 Hertford Rd, London N9 7ES, United Kingdom",N9 7ES,11,4.3
782,THE GREEN Cafe,"London N9 0EQ, United Kingdom",N9 0EQ,238,4.7
783,Randerson's Café/Bar,"5, Crown Buildings, The Grn, London E4 7EX, United Kingdom",E4 7EX,55,4.4
784,Masala TEA,"Kingsbury Rd, Roe Grn, London NW9 0BS, United Kingdom",NW9 0BS,73,4
785,Karak Chaii Kingsbury,"557 Kingsbury Rd, Kingsbury Circle, London NW9 9EL, United Kingdom",NW9 9EL,1266,4.6
786,Fratello Café & Play,"124 Orchard Way, Croydon CR0 7NN, United Kingdom",CR0 7NN,49,5
787,Main Cafe,"43 Main Ave, Enfield EN1 1DJ, United Kingdom",EN1 1DJ,132,4.8
788,Silver Service Coffee House,"621-623 Hertford Rd, Enfield EN3 6UP, United Kingdom",EN3 6UP,459,4.4
789,Cafe Casa Bar • Chingford,"94 Station Rd, London E4 7BA, United Kingdom",E4 7BA,95,4.5
790,Nightingale Café,"Nightingale Rd, London N9 8NP, United Kingdom",N9 8NP,151,4.7
791,Cakes Coffees & Desserts,"Unit 4 Trader Wembley, 87 Ealing Rd, London HA0 4BD, United Kingdom",HA0 4BD,67,
792,Morrisons Cafe,"Trident Point, Harrow HA1 4BB, United Kingdom",HA1 4BB,6,4.4
793,Mali's Cafe (previously Garden Cafe),"63 Masefield Cres, Romford RM3 7PB, United Kingdom",RM3 7PB,57,4.3
794,Joice Mill Hill,"45 The Broadway, London NW7 3DA, United Kingdom",NW7 3DA,207,4.2
795,Breakfast Hut,"812 Hertford Rd, Enfield EN3 6UE, United Kingdom",EN3 6UE,43,4.4
796,Millennium Cafe,"12 Whalebone Ln S, Dagenham RM8 1BJ, United Kingdom",RM8 1BJ,280,4.3
797,Coffee Bliss Cafe,"188 Elm Park Ave, Hornchurch RM12 4SD, United Kingdom",RM12 4SD,153,4.5
798,Small Talk Tearooms Romford,"The Liberty 17, Laurie Walk, Romford RM1 3RT, United Kingdom",RM1 3RT,196,4.3
799,Cafe Fino,"88 Market Pl, Romford RM1 3ER, United Kingdom",RM1 3ER,523,4.4
800,Bloom's Cafe,"1 Station Rd, Romford RM6 4BE, United Kingdom",RM6 4BE,90,4.6
801,Cafe Bueno,"4 High St, Romford RM1 1HR, United Kingdom",RM1 1HR,1031,4.4
802,Metro Cafe,"500 High Rd, Ilford IG1 1UE, United Kingdom",IG1 1UE,108,4.2
803,Marley's Brasserie & Lounge,"17 -19 Billet Ln, Hornchurch RM11 1TS, United Kingdom",RM11 1TS,893,4.6
804,Tey Cafe,"3 Ockendon Rd, Upminster RM14 2DN, United Kingdom",RM14 2DN,196,4.4
805,Abella cafe,"10 Chase Cross Rd, Romford RM5 3PR, United Kingdom",RM5 3PR,211,4.5
806,Cafe 104,"104 Tanners Ln, Ilford IG6 1QE, United Kingdom",IG6 1QE,444,4.4
807,The Set Cafe,"The Square, Hayes, Uxbridge UB11 1ET, United Kingdom",UB11 1ET,17,4.5
808,ASDA Cafe,"6 Old Dairy Ln, Ruislip HA4 0FY, United Kingdom",HA4 0FY,2,4
809,Cafe Florentine.,"Northfield Ave, London W13 9SJ, United Kingdom",W13 9SJ,401,4.6
810,More Munchies,"113 The Vale, London W3 7RQ, United Kingdom",W3 7RQ,348,4.9
811,Rosa's cafe,"240-242, Upper Richmond Rd W, London SW14 8AG, United Kingdom",SW14 8AG,45,4.8
812,Daily Munch cafe,"21, Faircross Parade, Upney Ln, Longbridge Rd, Barking IG11 8UW, United Kingdom",IG11 8UW,145,3.9
813,Top’s Cafe,"183 High St, Hornchurch RM11 3XS, United Kingdom",RM11 3XS,224,4.7
814,Hainault Cafe,"217A Manford Way, Chigwell IG7 4DJ, United Kingdom",IG7 4DJ,322,3.2
815,Pausa Cafe,"Eastern Ave W, Romford RM7 7JN, United Kingdom",RM7 7JN,2,4.2
816,Crumbs Cafe & Takeaway,"497 Yeading Ln, Northolt UB5 6LN, United Kingdom",UB5 6LN,141,5
817,Barking Cafe,"13 East St, Barking IG11 8ER, United Kingdom",IG11 8ER,198,4.6
818,The Flying Egg Cafe,"300 High Street Harlington, Harlington, Hayes UB3 5DU, United Kingdom",UB3 5DU,383,1.5
819,Orange Café,"14 Colville Rd, London W3 8BL, United Kingdom",W3 8BL,44,4.3
820,Roots x Wholeslice,"38 Corbets Tey Rd, Upminster RM14 2AD, United Kingdom",RM14 2AD,329,4.5
821,Coffee Bloom Café,"155 St. Marys Ln, Upminster RM14 3BL, United Kingdom",RM14 3BL,129,4.4
822,Upminster Cafe,"13 Corbets Tey Rd, Upminster RM14 2AP, United Kingdom",RM14 2AP,275,4.6
823,"Library Pot, Board Game Cafe & Licensed Restaurant","86 Kew Rd, Richmond TW9 2PQ, United Kingdom",TW9 2PQ,374,4.9
824,Bell Cafe,"3, Bell Parade, Bell Rd, Hounslow TW3 3NU, United Kingdom",TW3 3NU,202,4.7
825,ASDA Cafe,"Millington Rd, Hayes UB3 4AZ, United Kingdom",UB3 4AZ,32,3.9
826,Angel Cafe,"145 London Rd, Romford RM7 9QH, United Kingdom",RM7 9QH,83,4.5
827,Brent Lodge Park Cafe,"Brent Lodge, Church Rd, London W7 3BP, United Kingdom",W7 3BP,72,4.6
828,Cafe on the Hill,"London UB1 3EU, United Kingdom",UB1 3EU,15,3.8
829,The Griddle Cafe,"50 Station Rd, West Drayton UB7 7DD, United Kingdom",UB7 7DD,500,4.7
830,Nes' Cafe,"9 Billet Ln, Hornchurch RM11 1TS, United Kingdom",RM11 1TS,255,4.6
831,Rayan Cafe,"82 The Green, Southall UB2 4EU, United Kingdom",UB2 4EU,3,0
832,Tesco Cafe,"Bryant Ave, Romford RM3 0LL, United Kingdom",RM3 0LL,34,4
833,The Coach House Cafe,"Marble Hill Park, Twickenham TW1 2NL, United Kingdom",TW1 2NL,145,4.3
834,Tesco Cafe,"822 High Rd, Romford RM6 4HY, United Kingdom",RM6 4HY,62,0
835,Cafe Royal,"20 Abbey Rd, London NW10 7RE, United Kingdom",NW10 7RE,362,4.3
836,Wild Bean Cafe,"Gunnersbury Ave, London W5 4LR, United Kingdom",W5 4LR,2,4.4
837,Cafe Cha,"1 Newall Rd, Longford, Hounslow TW6 2TA, United Kingdom",TW6 2TA,149,4.1
838,Roehampton Gate Café,"138 Priory Lane Richmond, Park, London SW15 5JP, United Kingdom",SW15 5JP,840,4.6
839,The OSO Cafe,"47 Station Rd, London SW13 0LF, United Kingdom",SW13 0LF,16,4.6
840,Tesco Cafe,"Grant Way, Syon Ln, Isleworth TW7 5NZ, United Kingdom",TW7 5NZ,67,4.5
841,Jenny’s Cafe & Kebab,"207A High St, Brentford TW8 8AH, United Kingdom",TW8 8AH,433,4.5
842,Tesco Cafe,"Bullsbridge Industrial Estate, Hayes Rd, Hounslow, Southall UB2 5NB, United Kingdom",UB2 5NB,70,4.3
843,Friends Cafe Within Ealing Hospital,"Ealing Hospital, Uxbridge Rd, Southall UB1 3HW, United Kingdom",UB1 3HW,46,3.7
844,Sam's Cafe,"19 Nelson Rd, Twickenham TW2 7AR, United Kingdom",TW2 7AR,66,4.2
845,Tesco Cafe,"Dukes Green Ave, Feltham TW14 0LH, United Kingdom",TW14 0LH,78,4.2
846,Candy cafe lounge ltd,"Unit 1b, Bago House, 11 Chase Rd, London NW10 6PT, United Kingdom",NW10 6PT,1,3.6
847,Archies Cafe,"Selco Builders Warehouse, Isleworth TW7 6DT, United Kingdom",,6,4.5
848,Georges Cafe,"573 Chiswick High Rd., London W4 3AY, United Kingdom",W4 3AY,17,4.8
849,One Stop Cafe,"38A Standard Rd, London NW10 6EU, United Kingdom",NW10 6EU,6,4.3
850,Dama Rose cafe,"52 High St, London W3 6LE, United Kingdom",W3 6LE,149,4.1
851,Morrisons Cafe,"King St, London W3 9NX, United Kingdom",W3 9NX,187,4.7
852,Jenny’s Cafe,"222-224 Hornchurch Rd, Hornchurch RM11 1QJ, United Kingdom",RM11 1QJ,135,4.5
853,Nosherey Cafe Restaurant,"491A London Rd, Isleworth TW7 4DA, United Kingdom",TW7 4DA,359,4.3
854,Bon Cafe,"109 Station Rd, Hayes UB3 4BX, United Kingdom",UB3 4BX,36,3.9
855,Bella Mira Gift Cafe and Crystal Shop Ealing,"52 Northfield Ave, London W13 9RR, United Kingdom",W13 9RR,20,4.5
856,Browns Cafe Portuguese Cafe Southall,"4 The Crescent, Southall UB1 1BE, United Kingdom",UB1 1BE,52,4.7
857,Oldchurch Cafe,"155 Oldchurch Rd, Romford RM7 0BD, United Kingdom",RM7 0BD,2,5
858,Lampton Parkside Cafe,"Unit 2, 88 Lampton Rd, Hounslow TW3 4DJ, United Kingdom",TW3 4DJ,106,4.3
859,MyShish Romford,"1 Chase Cross Rd, Romford RM5 3PJ, United Kingdom",RM5 3PJ,180,4.4
860,Collier row cafe,"39 Collier Row Ln, Romford RM5 3BD, United Kingdom",RM5 3BD,45,4.7
861,The Lunch Box,"Tangent Link, Harold Hill, Romford RM3 8GZ, United Kingdom",RM3 8GZ,7,4.3
862,Cafe Pagoda,"W Park Rd, Richmond TW9 3QA, United Kingdom",TW9 3QA,128,4
863,Acton Cafe,"216 Horn Ln, London W3 6PL, United Kingdom",W3 6PL,189,4.7
864,Munchy's Cafe & Burger Bar,"38 Syon Ln, Isleworth TW7 5NQ, United Kingdom",TW7 5NQ,259,4.4
865,The Kew Greenhouse Cafe,"1 Station Parade, Richmond TW9 3PS, United Kingdom",TW9 3PS,620,4.6
866,"Euro Cafe (Full English Breakfast, Pancakes, Coffee & Juices)","Dry Cleaners, 45 Sheen Ln, London SW14 8AB, United Kingdom",SW14 8AB,300,4.8
867,Stables Cafe,"Isleworth TW7 4RB, United Kingdom",,296,4.1
868,ABC Cafe,"Leander Court, Palace Shopping Centre, South Rd, Southall UB1 1RT, United Kingdom",UB1 1RT,27,4.6
869,The Park Cafe,"163 Thornbury Rd, Osterley, Isleworth TW7 4QG, United Kingdom",TW7 4QG,194,4.3
870,The Big Bites Cafe,"122 Uxbridge Rd, London W7 3SL, United Kingdom",W7 3SL,431,4.9
871,Cafe Troy,"770A Green Ln, Dagenham RM8 1YT, United Kingdom",RM8 1YT,44,4.5
872,Fillers Cafe,"168 Heath Park Rd, Gidea Park, Romford RM2 5XL, United Kingdom",RM2 5XL,33,4.7
873,Swirldrop Treats,"522 High Rd, Seven Kings, Ilford IG3 8EG, United Kingdom",IG3 8EG,610,3.7
